t,N,n_points,base_seed_requested,effective_base_seed,state_seed,family,family_min_jtot,health_check,corr_J_rho,corr_J_tot,corr_SL,corr_P_pair,corr_N_pair,corr_N_env,target_max,target_mean,J_tot_min_grid,J_tot_mean_grid,state_idx
0.05,4,144,1,1,1000,broad_xyz,22.359644512058754,False,0.43599605219149185,0.3779604355491787,0.9284561067585828,0.4681574537172982,0.49168172100335883,0.8696521685675629,0.0007390390414230056,0.00025023912393531343,1.9855741241031457e-15,17.592496054248183,0
0.07435897435897436,4,144,1,1,1000,broad_xyz,22.359644512058754,False,0.43202423864501627,0.38030840690132856,0.9361587487345238,0.4766501481086277,0.5150271976311296,0.8491560522164635,0.0016842945745097638,0.0005890616034860629,1.9855741241031457e-15,17.592496054248183,0
0.09871794871794873,4,144,1,1,1000,broad_xyz,22.359644512058754,False,0.4182077181693061,0.39016176281961,0.9467338147166641,0.4791230684476523,0.5378783212143834,0.8273527625393391,0.0030979008014620033,0.0011332602131691539,1.9855741241031457e-15,17.592496054248183,0
0.12307692307692308,4,144,1,1,1000,broad_xyz,22.359644512058754,False,0.40223427910086473,0.39370449201593555,0.9577915265152495,0.48313070872417363,0.5646457159292511,0.8007981356750007,0.005076088592087531,0.001942560146080726,1.9855741241031457e-15,17.592496054248183,0
0.14743589743589744,4,144,1,1,1000,broad_xyz,22.359644512058754,False,0.38612758838532024,0.38901683903267364,0.9680616878561443,0.4908661775714753,0.5934398455303704,0.7688938014965725,0.007735109824815071,0.003081123837894304,1.9855741241031457e-15,17.592496054248183,0
0.1717948717948718,4,144,1,1,1000,broad_xyz,22.359644512058754,False,0.36751362685011707,0.37620040350737627,0.9768471391351804,0.5015095119489524,0.6182858976648374,0.7327277835245695,0.011377434162264458,0.004616300915531625,1.9855741241031457e-15,17.592496054248183,0
0.19615384615384618,4,144,1,1,1000,broad_xyz,22.359644512058754,False,0.3424441756337078,0.3571505169775286,0.9831293073768794,0.5147665034558898,0.63205682325006,0.6923354818305384,0.01615675544745382,0.006607512957515632,1.9855741241031457e-15,17.592496054248183,0
0.2205128205128205,4,144,1,1,1000,broad_xyz,22.359644512058754,False,0.3040610678583272,0.33345899840597887,0.9866553746076578,0.5286576803294059,0.6203787714368493,0.6493434382475403,0.022292105140560896,0.009103447284756094,1.9855741241031457e-15,17.592496054248183,0
0.2448717948717949,4,144,1,1,1000,broad_xyz,22.359644512058754,False,0.2471622382874683,0.30700720076306,0.9872948007399369,0.5411587936878381,0.5559055036793485,0.6050915174787822,0.030151074416661094,0.012132191537413052,1.9855741241031457e-15,17.592496054248183,0
0.2692307692307692,4,144,1,1,1000,broad_xyz,22.359644512058754,False,0.17484562229740014,0.27973242480531313,0.9850354870085957,0.5503878175892962,0.3917963202294927,0.5606496605301309,0.040402500482312004,0.015691884735276544,1.9855741241031457e-15,17.592496054248183,0
0.2935897435897436,4,144,1,1,1000,broad_xyz,22.359644512058754,False,0.0990283542574591,0.25305335851360433,0.9801814938953806,0.5540202525233641,0.10477183248486134,0.5176831699267239,0.05275733158924918,0.019746300798323926,1.9855741241031457e-15,17.592496054248183,0
0.31794871794871793,4,144,1,1,1000,broad_xyz,22.359644512058754,False,0.03188457826425632,0.228020304138316,0.9731921520275176,0.5498151705666444,-0.20286673067729954,0.4783232867929882,0.06708371378549687,0.024218958455546877,1.9855741241031457e-15,17.592496054248183,0
